Q001	1	1000000549514	4.506906
Q001	2	1000000524518	4.286357
Q001	3	9000000890249	4.279294
Q001	4	3000020017782	4.035959
Q001	5	3000020021002	4.005021
Q001	6	3000020004900	3.955943
Q001	7	3000010032479	3.947920
Q001	8	3000020002364	3.903502
Q001	9	3000020018176	3.752027
Q001	10	4000001062034	3.668217
Q002	1	1000000425916	5.485735
Q002	2	3000010038086	5.424863
Q002	3	1000000327238	5.171462
Q002	4	3000010024965	5.129938
Q002	5	3000020003490	5.120707
Q002	6	1000000374656	5.111177
Q002	7	1000000469899	5.108206
Q002	8	1000000444804	5.059099
Q002	9	1000000253199	5.052128
Q002	10	1000000458625	5.025643
Q003	1	9000001136478	5.504866
Q003	2	9000001099736	4.740554
Q003	3	9000001099844	4.717061
Q003	4	9000001071485	4.396221
Q003	5	9000002314116	3.852616
Q003	6	9000000927570	3.145988
Q003	7	9000001199246	3.098578
Q003	8	9000001296766	2.874552
Q003	9	1000001807210	2.721703
Q003	10	3000010039953	2.696454
Q004	1	1000000576596	5.194499
Q004	2	1000000434604	5.162580
Q004	3	1000000666333	5.072224
Q004	4	3000020014910	4.967177
Q004	5	9000001153918	4.518974
Q004	6	9000002728631	4.510799
Q004	7	9000003282209	4.357315
Q004	8	9000002314116	4.160785
Q004	9	3000010033386	4.042738
Q004	10	3000020012494	3.984563
Q005	1	9000001042394	2.573994
Q005	2	3000010034833	1.439255
Q005	3	9000001106449	1.434040
Q005	4	1000000470856	1.340742
Q005	5	3000020015784	1.295741
Q005	6	9000000745104	1.259334
Q005	7	3000020015279	1.200000
Q005	8	1000000566211	1.130912
Q005	9	3000010027151	1.095045
Q005	10	1000000441652	1.083975
Q006	1	3000020004247	1.500906
Q006	2	3000020010460	1.129493
Q006	3	9000000745104	1.105182
Q006	4	1000000447860	1.072714
Q006	5	9000000762061	1.027794
Q006	6	3000010026173	0.809244
Q006	7	3000010025026	0.700000
Q006	8	3000020004979	0.653477
Q006	9	3000020016361	0.642507
Q006	10	9000000189657	0.642507
Q007	1	1000000397928	2.998584
Q007	2	9000002809365	2.863931
Q007	3	9000000851494	2.564648
Q007	4	3000020015776	2.407923
Q007	5	1000000357887	2.398890
Q007	6	1000000567924	2.388581
Q007	7	1000000539426	2.265333
Q007	8	1000000389711	2.115135
Q007	9	1000000486582	2.092187
Q007	10	3000020018977	2.006099
Q008	1	9000000927570	5.455280
Q008	2	3000010043078	4.122489
Q008	3	1000000778473	3.047951
Q008	4	3000010024131	2.354676
Q008	5	1000000396266	2.268273
Q008	6	3000010026143	2.176805
Q008	7	1000000320535	2.147699
Q008	8	3000010025509	2.101406
Q008	9	4000001083618	2.092201
Q008	10	3000020016143	2.049567
Q009	1	9000000425908	4.386862
Q009	2	9000000984736	4.379313
Q009	3	9000000973982	4.226730
Q009	4	1000000443087	4.224940
Q009	5	1000000399730	4.028084
Q009	6	3000020008134	3.953978
Q009	7	9000001072104	3.839625
Q009	8	9000000417345	3.762757
Q009	9	9000001072385	3.754946
Q009	10	9000000092445	3.750560
Q010	1	1000000576596	3.381301
Q010	2	1000000481662	2.337110
Q010	3	1000000425916	2.324476
Q010	4	1000000573747	2.127932
Q010	5	3000020012744	2.024820
Q010	6	3000010037957	2.000828
Q010	7	9000000890249	1.991173
Q010	8	3000010033024	1.988727
Q010	9	1000000458625	1.976373
Q010	10	9000000975034	1.952174
Q011	1	1000000471103	5.363094
Q011	2	3000010031663	5.218040
Q011	3	1000000542653	5.129444
Q011	4	9000001202460	4.946504
Q011	5	9000000890245	4.922558
Q011	6	3000010043093	4.919241
Q011	7	1000000598640	4.818922
Q011	8	9000000730242	4.727878
Q011	9	1000000397928	4.602103
Q011	10	1000000470814	4.410440
Q012	1	1000000561614	5.083048
Q012	2	9000000961878	5.028405
Q012	3	1000000324420	5.017915
Q012	4	3000020004772	4.966675
Q012	5	9000000122311	4.944009
Q012	6	1000000431481	4.883025
Q012	7	1000000384092	4.848922
Q012	8	1000000430822	4.786895
Q012	9	1000000412195	4.779186
Q012	10	1000000255571	4.770983
Q013	1	3000010032144	2.836220
Q013	2	9000000925680	2.686584
Q013	3	9000000494790	2.653681
Q013	4	2000000285030	2.634315
Q013	5	9000000325281	2.537255
Q013	6	3000020001006	2.213675
Q013	7	1000000910037	2.201577
Q013	8	1000000541801	2.177846
Q013	9	3000020002832	2.177035
Q013	10	3000020020369	2.141385
Q014	1	3000020020369	2.374300
Q014	2	9000001195418	2.370716
