Q001	1000000179546	2
Q001	1000000232859	2
Q001	1000000389711	2
Q001	1000000413455	2
Q001	1000000419767	1
Q001	1000000440516	1
Q001	1000000441652	1
Q001	1000000453286	2
Q001	1000000470814	2
Q001	1000000503956	2
Q001	1000000516095	2
Q001	1000000568405	2
Q001	1000001736170	1
Q001	3000010026691	2
Q001	3000010031123	2
Q001	3000010040227	1
Q001	3000020000695	2
Q001	3000020001392	1
Q001	3000020011694	1
Q001	3000020012109	1
Q001	3000020021604	1
Q001	9000000099388	1
Q001	9000000134494	1
Q001	9000000303891	1
Q001	9000000309699	2
Q001	9000000416386	1
Q001	9000000809267	1
Q001	9000000813346	2
Q001	9000000985575	1
Q001	9000001010285	1
Q001	9000006951492	2
Q002	1000000179546	0
Q002	1000000389711	1
Q002	1000000397928	0
Q002	1000000413455	1
Q002	1000000419767	1
Q002	1000000440516	1
Q002	1000000441652	1
Q002	1000000453286	1
Q002	1000000503956	1
Q002	3000010026691	1
Q002	3000010031123	1
Q002	3000010040227	1
Q002	3000020001392	1
Q002	3000020004722	1
Q002	3000020011694	1
Q002	3000020012109	1
Q002	3000020021604	1
Q002	4000000979959	0
Q002	9000000134494	1
Q002	9000000309699	1
Q002	9000000416386	0
Q002	9000000784555	0
Q002	9000000809267	1
Q002	9000000813346	1
Q002	9000000975279	0
Q002	9000000985575	1
Q002	9000001010285	1
Q002	9000003369510	0
Q002	9000007484614	0
Q002	9000007767434	1
Q003	1000000179546	2
Q003	1000000232859	1
Q003	1000000363825	0
Q003	1000000389711	2
Q003	1000000397928	1
Q003	1000000413455	1
Q003	1000000440516	1
Q003	1000000441652	0
Q003	1000000453286	2
Q003	1000000469198	1
Q003	1000000486582	2
Q003	1000000488970	1
Q003	1000001736170	1
Q003	3000010040227	1
Q003	3000020000695	1
Q003	3000020001392	1
Q003	3000020012109	1
Q003	3000020021604	2
Q003	9000000099388	2
Q003	9000000135269	0
Q003	9000000309699	1
Q003	9000000416386	1
Q003	9000000985575	1
Q003	9000001010285	1
Q003	9000001199381	1
Q003	9000002809365	2
Q003	9000005771445	0
Q003	9000005771896	0
Q003	9000006951492	1
Q004	1000000179546	0
Q004	1000000389711	2
Q004	1000000397928	2
Q004	1000000419767	1
Q004	1000000440516	1
Q004	1000000441652	0
Q004	1000000453286	0
Q004	1000000469198	1
Q004	1000000470814	1
Q004	1000000486582	2
Q004	1000000488970	1
Q004	1000000503956	1
Q004	1000000516095	1
Q004	1000001736170	1
Q004	3000010040227	1
Q004	3000020001392	1
Q004	3000020012109	2
Q004	3000020021604	1
Q004	9000000099388	0
Q004	9000000303891	1
Q004	9000000309699	1
Q004	9000000416386	1
Q004	9000000809267	1
Q004	9000000966417	0
Q004	9000002809365	1
Q004	9000003314254	0
Q004	9000005508412	0
Q004	9000006935600	1
Q004	9000007767434	1
Q005	1000000389711	1
Q005	1000000413455	1
Q005	1000000419767	1
Q005	1000000440516	1
Q005	1000000441652	1
Q005	1000000453286	1
Q005	1000000469198	1
Q005	1000000503956	1
Q005	1000000516095	1
Q005	1000001736170	1
Q005	3000010026691	1
Q005	3000010031123	1
Q005	3000010040227	1
Q005	3000020001392	1
Q005	3000020004722	1
Q005	3000020011694	1
Q005	3000020012109	1
Q005	3000020021604	1
Q005	9000000099388	1
Q005	9000000134494	1
Q005	9000000303891	1
Q005	9000000309699	1
Q005	9000000416386	1
Q005	9000000809267	1
