query_id,bucket_id,bucket_name,bucket_description,bucket_order,query,hotel_id,hotel_name,location,relevance,note,query_location,query_categories,query_descriptors,bm25_rank,bm25_score,vector_rank,vector_score,hybrid_rank,hybrid_score,bm25_loc_match,vector_loc_match,hybrid_loc_match,bm25_desc_match,vector_desc_match,hybrid_desc_match,bm25_cat_match,vector_cat_match,hybrid_cat_match,source
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000503956,Doha Central Bliss Danang Hotel by Haviland,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,8,4.497149,1,5.514705,14,6.194559,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000020000695,Pariat River Front Hotel Đà Nẵng,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,13,4.353609,,,False,True,False,False,True,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000813346,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000309699,G8 Luxury Hotel Da Nang,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,15,4.214739,,,False,True,False,False,True,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000010031123,Adina Hotel,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,6,4.923105,,,False,True,False,False,True,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000006951492,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000453286,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000232859,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000516095,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000413455,Quoc Cuong Center Da Nang Hotel by Haviland,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,12,4.432504,,,False,True,False,False,True,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000568405,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000179546,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000470814,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000389711,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000010026691,,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,,,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000020001392,3000020001392,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,3,4.783275,9,4.793768,1,6.990715,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000020012109,3000020012109,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,2,4.902370,5,4.947159,2,6.986394,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000809267,9000000809267,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,4,4.644380,8,4.843342,3,6.974112,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000416386,9000000416386,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,9,4.429749,3,5.015580,4,6.909423,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000001010285,9000001010285,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,11,4.167324,7,4.850654,5,6.873169,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000099388,9000000099388,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,6,4.548656,,,6,6.810281,True,False,True,True,False,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000441652,1000000441652,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,1,5.167488,11,4.560357,7,6.470579,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000010040227,3000010040227,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,10,4.181305,14,4.287649,8,6.441553,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000440516,1000000440516,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,,,,,9,6.398073,False,False,True,False,False,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000985575,9000000985575,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,12,4.147093,,,10,6.279921,True,False,True,True,False,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000134494,9000000134494,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,13,3.942764,10,4.784196,11,6.235130,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000000419767,1000000419767,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,7,4.548643,2,5.053744,12,6.232864,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000020011694,3000020011694,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,5,4.615473,4,5.011042,13,6.213179,True,True,True,True,True,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,3000020021604,3000020021604,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,,,,,15,5.888355,False,False,True,False,False,True,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,1000001736170,1000001736170,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,14,3.666480,,,,,True,False,False,True,False,False,False,False,False,bucketed_v2
Q001,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,khách sạn 4 sao đà nẵng,9000000303891,9000000303891,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,,,15,3.621257,,,,,True,False,False,True,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000020001392,3000020001392,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,1,3.522378,1,4.481923,1,6.352977,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000134494,9000000134494,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,2,3.290122,3,3.979805,2,6.027709,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000020011694,3000020011694,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,5,2.659777,2,4.221310,3,5.928610,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000503956,1000000503956,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,6,2.506884,7,3.825016,5,5.401967,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000809267,9000000809267,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,3,2.726012,9,3.590437,6,5.227692,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000010031123,3000010031123,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,7,2.300407,14,3.294073,7,5.126608,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000985575,9000000985575,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,8,2.085254,11,3.471438,8,4.969431,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000001010285,9000001010285,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,9,1.558078,10,3.497451,10,4.663756,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000441652,1000000441652,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,5,3.855168,11,4.531736,False,True,True,False,True,True,False,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000020012109,3000020012109,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,13,3.409122,12,4.226403,False,True,True,False,True,True,False,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000419767,1000000419767,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,13,0.954711,12,3.465925,14,4.110983,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000813346,9000000813346,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,,,15,4.018711,False,False,True,False,False,True,False,False,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000309699,9000000309699,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,11,1.089419,,,,,True,False,False,True,False,False,True,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000453286,,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000020004722,3000020004722,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,14,0.898201,,,,,True,False,False,True,False,False,True,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000440516,Eden Plaza Danang,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,15,3.271439,,,False,True,False,False,True,False,False,True,False,bucketed_v2
